0,6.45289e-05,-0.0081255,0.0820972,0.997772,-0.0210025,0.061449,-0.0152781
1,3.45204e-05,-0.00820383,0.0821099,0.997744,-0.0208777,0.0618627,-0.0156295
2,2.68055e-05,-0.00816576,0.0821409,0.997735,-0.0208554,0.0620881,-0.0153265
3,0.000214955,-0.00828498,0.0822608,0.99778,-0.0208544,0.061166,-0.0160658
4,0.000277507,-0.00827101,0.0823425,0.997797,-0.0208759,0.0608983,-0.0160414
5,0.000197471,-0.00818684,0.0823113,0.997768,-0.0208638,0.0615084,-0.015521
6,0.000292982,-0.00834403,0.0823865,0.997793,-0.020696,0.0609571,-0.0162843
7,0.000290658,-0.00839793,0.0823975,0.997788,-0.0207022,0.0609462,-0.016594
8,0.000279149,-0.00840545,0.0824118,0.997785,-0.0206852,0.0610048,-0.0166148
9,0.000179926,-0.00842265,0.0824044,0.997748,-0.0206358,0.0615722,-0.0167907
10,0.000214078,-0.0083634,0.082466,0.997774,-0.0205963,0.06126,-0.0164548
11,0.000272102,-0.00840921,0.0825309,0.997803,-0.0204761,0.0607755,-0.0166433
12,0.000183202,-0.00840942,0.0824985,0.997772,-0.0204351,0.0613279,-0.016531
13,0.000171078,-0.00854272,0.0825344,0.997763,-0.0204096,0.0612643,-0.0173019
14,0.000152436,-0.00855007,0.0825592,0.99777,-0.0203837,0.0611765,-0.0172093
15,0.000101933,-0.00850145,0.0825477,0.99777,-0.0203982,0.0612837,-0.0168487
16,8.69138e-05,-0.0086341,0.0826599,0.997773,-0.020363,0.0610547,-0.0175074
17,0.000110272,-0.00857255,0.0826819,0.997795,-0.020411,0.0607857,-0.0171406
18,4.49022e-05,-0.00871689,0.0827655,0.997782,-0.0200648,0.0608919,-0.0178951
19,3.36662e-05,-0.00875249,0.0828373,0.997781,-0.0201139,0.0608054,-0.0182066
20,1.12787e-06,-0.00873025,0.0828788,0.997777,-0.0201164,0.0608925,-0.0181287
21,-1.63539e-06,-0.0086916,0.082974,0.997789,-0.0200349,0.0607779,-0.0179521
22,-0.000103311,-0.0086977,0.0829998,0.997752,-0.0200238,0.061343,-0.0180781
23,-9.97444e-05,-0.00869724,0.0830515,0.997753,-0.0199851,0.0613523,-0.0180161
24,-2.11475e-05,-0.00871637,0.0831295,0.997784,-0.0198917,0.0608791,-0.018017
25,6.21729e-05,-0.00881007,0.0831505,0.997806,-0.0198894,0.0604119,-0.0184033
26,-3.9955e-05,-0.00883534,0.0831426,0.99777,-0.0198042,0.061032,-0.0183684
27,6.7655e-05,-0.00892679,0.0832093,0.997806,-0.0198356,0.0603433,-0.0186865
28,-7.55052e-05,-0.00892231,0.0831321,0.99776,-0.0197583,0.0611852,-0.0184395
29,-2.8651e-05,-0.00908141,0.0831782,0.997776,-0.019704,0.0607225,-0.0191807
30,-9.64726e-05,-0.00904609,0.083142,0.997774,-0.019679,0.0609199,-0.0186878
31,-5.5994e-05,-0.00918088,0.0831509,0.997793,-0.0197005,0.0604381,-0.0191849
32,-9.09152e-05,-0.00916791,0.0831457,0.997808,-0.0196463,0.0603329,-0.0188035
33,-0.000192471,-0.00920232,0.0831058,0.997787,-0.0195397,0.0607086,-0.018783
