1.66233,1.24585
1.63685,1.26417
1.70525,1.27139
1.81401,1.11808
1.66233,1.24585
1.62154,1.29135
1.64568,1.21462
1.57146,1.24152
1.68321,1.27257
1.66552,1.16752
1.84091,1.11594
1.61129,1.22852
1.66425,1.2484
1.64941,1.19055
1.54069,1.29957
1.57146,1.24152
1.62562,1.20319
1.61581,1.24304
1.66281,1.23096
1.66233,1.24585
1.68765,1.25196
1.63995,1.28746
1.63685,1.26417
1.6711,1.23539
1.65298,1.30397
1.70144,1.20344
1.54959,1.24046
1.61769,1.29112
1.5197,1.27916
1.67292,1.26654
1.66281,1.23096
1.67253,1.20322
1.6655,1.26634
1.56096,1.3133
1.50771,1.24167
1.6655,1.26634
1.6655,1.26634
1.43998,1.28097
1.67602,1.23013
1.49977,1.28409
1.59426,1.22978
1.64062,1.28013
1.60801,1.22042
1.55216,1.26666
1.61769,1.29112
1.71977,1.23652
1.66796,1.21094
1.53916,1.21279
1.65955,1.23899
1.59471,1.24539
1.60583,1.26244
1.6435,1.32076
1.51946,1.28385
1.63685,1.26417
1.65298,1.30397
1.66552,1.16752
1.66174,1.23368
1.6655,1.26634
1.68765,1.25196
1.68395,1.22528
1.68265,1.15572
1.78352,1.14086
1.61174,1.29743
1.74696,1.20587
1.63171,1.17704
1.63995,1.28746
1.5255,1.26887
1.68664,1.18009
1.44189,1.31516
1.59199,1.24458
1.6116,1.1742
1.73629,1.12296
1.61115,1.29093
1.61769,1.29112
1.46883,1.31597
1.55624,1.26974
1.66233,1.24585
1.64292,1.21472
1.64994,1.22869
1.71857,1.22698
1.62403,1.25802
1.59471,1.24539
1.68765,1.25196
1.70086,1.22151
1.67144,1.25042
1.63995,1.28746
1.68265,1.15572
1.60799,1.28438
1.62979,1.21436
1.66233,1.24585
1.62154,1.29135
1.64968,1.29513
1.66652,1.20332
1.67292,1.26654
1.5851,1.19554
1.58411,1.25566
1.69439,1.21476
1.70319,1.2215
1.65079,1.19662
1.68765,1.25196
1.71977,1.23652
1.63748,1.22067
1.63995,1.28746
1.61854,1.3195
1.48542,1.28237
1.63995,1.28746
1.63986,1.22473
1.67931,1.16579
1.66425,1.2484
1.59426,1.22978
1.69638,1.18767
1.65312,1.23984
1.61335,1.31023
1.63937,1.28345
1.63995,1.28746
1.64334,1.25664
1.63748,1.22067
1.65623,1.23427
1.6655,1.26634
1.60799,1.28438
1.6435,1.32076
1.626,1.24577
1.70137,1.22598
1.67288,1.23092
1.59565,1.23259
1.518,1.33323
1.61751,1.22387
1.66174,1.23368
1.60638,1.25454
1.626,1.24577
1.6655,1.26634
1.69308,1.2447
1.68765,1.25196
1.63508,1.2431
1.70525,1.27139
1.72038,1.19959
1.67974,1.24788
1.58516,1.26244
1.64941,1.19055
1.63685,1.26417
1.68395,1.22528
1.67771,1.24923
1.69638,1.18767
1.64968,1.29513
1.50771,1.24167
1.57431,1.21748
1.74255,1.22871
1.6435,1.32076
1.61129,1.22852
1.65968,1.22773
1.69308,1.2447
1.66233,1.24585
1.52328,1.32298
1.63995,1.28746
1.59359,1.29599
1.63995,1.28746
1.70144,1.20344
1.63822,1.14717
1.62577,1.2335
1.60799,1.28438
1.61769,1.29112
1.72591,1.23076
1.59821,1.28482
1.63685,1.26417
1.5751,1.26713
1.66498,1.19255
1.59426,1.22978
1.5255,1.26887
1.67253,1.20322
1.63685,1.26417
1.67982,1.13156
1.67292,1.26654
1.57155,1.28444
1.5357,1.276
1.67292,1.26654
1.57155,1.28444
1.6435,1.32076
1.6087,1.30259
1.65623,1.23427
1.60719,1.21883
1.6666,1.23523
1.56372,1.26912
1.6655,1.26634
1.42776,1.27801
1.69308,1.2447
1.60034,1.27299
1.63995,1.28746
1.71108,1.21944
1.64968,1.29513
1.64292,1.21472
1.66281,1.23096
1.62605,1.25466
1.54353,1.31391
1.63995,1.28746
1.60799,1.28438
1.64334,1.25664
1.65312,1.23984
1.66233,1.24585
1.74771,1.16117
1.60215,1.14995
1.43906,1.33628
1.69762,1.26345
1.50672,1.32213
1.65751,1.2002
1.64062,1.28013
1.60136,1.25825
1.65298,1.30397
1.69308,1.2447
1.73034,1.17879
1.63685,1.26417
1.69042,1.17785
1.60161,1.145
1.65312,1.23984
1.75997,1.08842
1.63995,1.28746
1.68765,1.25196
1.66281,1.23096
1.59199,1.24458
1.72993,1.22092
1.63508,1.2431
1.64334,1.25664
1.66233,1.24585
1.6655,1.26634
1.71977,1.23652
1.64968,1.29513
1.54889,1.29381
1.63685,1.26417
1.61581,1.24304
1.66233,1.24585
1.6435,1.32076
1.66897,1.19041
1.69205,1.21285
1.65968,1.22773
1.70086,1.22151
1.68664,1.18009
1.60161,1.145
1.70391,1.20769
1.66233,1.24585
1.62154,1.29135
1.67144,1.25042
1.74927,1.13301
1.64695,1.18798
1.66233,1.24585
1.62154,1.29135
1.518,1.33323
1.65968,1.22773
1.62154,1.29135
1.6666,1.23523
1.50585,1.27993
1.66281,1.23096
1.6655,1.26634
1.72053,1.21879
1.75644,1.19617
1.7538,1.13935
1.6241,1.1729
1.56595,1.22406
1.60962,1.24286
1.52171,1.25788
1.49893,1.32537
1.57733,1.28347
1.61769,1.29112
1.60024,1.26461
1.60801,1.22042
1.73566,1.18811
1.75851,1.15392
1.60719,1.21883
1.71071,1.18281
1.61335,1.31023
1.6163,1.24049
1.5703,1.30623
1.60583,1.26244
1.64334,1.25664
1.69308,1.2447
1.63842,1.22906
1.56595,1.22406
1.77841,1.12157
1.63833,1.24368
1.72654,1.16405
1.6376,1.22125
1.70086,1.22151
1.51751,1.22099
1.68765,1.25196
1.71114,1.14067
1.61581,1.24304
1.61581,1.24304
1.60962,1.24286
1.70086,1.22151
1.60801,1.22042
1.65312,1.23984
1.70978,1.20918
1.47827,1.25368
1.6435,1.32076
1.65623,1.23427
1.70319,1.2215
1.76696,1.16716
1.59426,1.22978
1.62979,1.21436
1.82084,1.09768
1.71983,1.23589
1.63685,1.26417
1.6435,1.32076
1.64968,1.29513
1.84523,1.19533
1.62005,1.28494
1.63508,1.2431
1.69762,1.26345
1.61769,1.29112
1.73566,1.18811
1.54649,1.2688
1.60447,1.29328
1.5357,1.276
1.60034,1.27299
1.61581,1.24304
1.61138,1.28918
1.6655,1.26634
1.65955,1.23899
1.69762,1.26345
1.56372,1.26912
1.6655,1.26634
1.57146,1.24152
1.6655,1.26634
1.70978,1.20918
1.64994,1.22869
1.58411,1.25566
1.58411,1.25566
1.70525,1.27139
1.64968,1.29513
1.70525,1.27139
1.63995,1.28746
1.64968,1.29513
1.6435,1.32076
1.59821,1.28482
1.61769,1.29112
1.70525,1.27139
1.71383,1.19408
1.63842,1.22906
1.69638,1.18767
1.78592,1.15738
1.57155,1.28444
