0.021875,6.93411e-310,6.95297e-310
0.0437483,0.00027343,6.95297e-310
0.0656165,0.000820248,6.95297e-310
0.0874761,0.00164037,6.95297e-310
0.109324,0.00273366,6.95297e-310
0.131156,0.00409996,6.95297e-310
0.15297,0.00573905,6.95297e-310
0.174761,0.00765067,6.95297e-310
0.196527,0.00983452,6.95297e-310
0.218263,0.0122903,6.95297e-310
0.239968,0.0150175,6.95297e-310
0.261636,0.0180159,6.95297e-310
0.283266,0.0212848,6.95297e-310
0.304852,0.0248239,6.95297e-310
0.326393,0.0286325,6.95297e-310
0.347885,0.0327101,6.95297e-310
0.369324,0.037056,6.95297e-310
0.390707,0.0416695,6.95297e-310
0.41203,0.04655,6.95297e-310
0.433291,0.0516966,6.95297e-310
0.454486,0.0571085,6.95297e-310
0.475612,0.062785,6.95297e-310
0.496665,0.0687251,6.95297e-310
0.517642,0.0749279,6.95297e-310
0.53854,0.0813924,6.95297e-310
0.559356,0.0881176,6.95297e-310
0.580086,0.0951025,6.95297e-310
0.600726,0.102346,6.95297e-310
0.621275,0.109847,6.95297e-310
0.641729,0.117604,6.95297e-310
0.662084,0.125616,6.95297e-310
0.682337,0.133882,6.95297e-310
0.702485,0.142401,6.95297e-310
0.722525,0.15117,6.95297e-310
0.742454,0.16019,6.95297e-310
0.762269,0.169458,6.95297e-310
0.781966,0.178973,6.95297e-310
0.801543,0.188733,6.95297e-310
0.820996,0.198737,6.95297e-310
0.840323,0.208984,6.95297e-310
0.85952,0.219471,6.95297e-310
0.878584,0.230198,6.95297e-310
0.897513,0.241162,6.95297e-310
0.916304,0.252362,6.95297e-310
0.934953,0.263796,6.95297e-310
0.953457,0.275462,6.95297e-310
0.971815,0.287358,6.95297e-310
0.990022,0.299483,6.95297e-310
1.00808,0.311834,6.95297e-310
1.02597,0.324411,6.95297e-310
1.04371,0.33721,6.95297e-310
1.06129,0.350229,6.95297e-310
1.07871,0.363468,6.95297e-310
1.09595,0.376923,6.95297e-310
1.11303,0.390593,6.95297e-310
1.12994,0.404475,6.95297e-310
1.14667,0.418567,6.95297e-310
1.16322,0.432867,6.95297e-310
1.1796,0.447373,6.95297e-310
1.19579,0.462083,6.95297e-310
1.21179,0.476994,6.95297e-310
1.22761,0.492104,6.95297e-310
1.24324,0.50741,6.95297e-310
1.25867,0.52291,6.95297e-310
1.27391,0.538602,6.95297e-310
1.28896,0.554484,6.95297e-310
1.3038,0.570552,6.95297e-310
1.31844,0.586805,6.95297e-310
1.33288,0.603239,6.95297e-310
1.34711,0.619852,6.95297e-310
1.36113,0.636642,6.95297e-310
1.37494,0.653606,6.95297e-310
1.38854,0.670742,6.95297e-310
1.40192,0.688045,6.95297e-310
1.41509,0.705515,6.95297e-310
1.42803,0.723148,6.95297e-310
1.44076,0.740942,6.95297e-310
1.45326,0.758893,6.95297e-310
1.46553,0.776999,6.95297e-310
1.47758,0.795257,6.95297e-310
1.4894,0.813664,6.95297e-310
1.50099,0.832218,6.95297e-310
1.51235,0.850914,6.95297e-310
1.52347,0.869752,6.95297e-310
1.53435,0.888727,6.95297e-310
1.545,0.907836,6.95297e-310
1.5554,0.927077,6.95297e-310
1.56557,0.946447,6.95297e-310
1.57549,0.965942,6.95297e-310
1.58517,0.98556,6.95297e-310
1.5946,1.0053,6.95297e-310
1.60379,1.02515,6.95297e-310
1.61272,1.04512,6.95297e-310
1.62141,1.06519,6.95297e-310
1.62984,1.08538,6.95297e-310
1.63802,1.10567,6.95297e-310
1.64595,1.12605,6.95297e-310
1.65362,1.14654,6.95297e-310
1.66103,1.16712,6.95297e-310
1.66819,1.18779,6.95297e-310
1.67509,1.20855,6.95297e-310
1.68173,1.22939,6.95297e-310
1.6881,1.25032,6.95297e-310
1.69422,1.27132,6.95297e-310
1.70007,1.2924,6.95297e-310
1.70566,1.31355,6.95297e-310
1.71098,1.33477,6.95297e-310
1.71604,1.35605,6.95297e-310
1.72083,1.37739,6.95297e-310
1.72535,1.39879,6.95297e-310
1.72961,1.42025,6.95297e-310
1.73359,1.44176,6.95297e-310
1.73731,1.46332,6.95297e-310
1.74076,1.48492,6.95297e-310
1.74394,1.50656,6.95297e-310
1.74684,1.52824,6.95297e-310
1.74948,1.54996,6.95297e-310
1.75184,1.5717,6.95297e-310
1.75394,1.59348,6.95297e-310
1.75576,1.61528,6.95297e-310
1.7573,1.6371,6.95297e-310
1.75858,1.65894,6.95297e-310
1.75958,1.68079,6.95297e-310
1.76031,1.70265,6.95297e-310
1.76076,1.72452,6.95297e-310
1.76095,1.7464,6.95297e-310
1.76085,1.76827,6.95297e-310
1.76049,1.79014,6.95297e-310
1.75985,1.81201,6.95297e-310
1.75894,1.83386,6.95297e-310
1.75775,1.85571,6.95297e-310
1.75629,1.87753,6.95297e-310
1.75456,1.89934,6.95297e-310
1.75256,1.92112,6.95297e-310
1.75028,1.94288,6.95297e-310
1.74774,1.96461,6.95297e-310
1.74492,1.9863,6.95297e-310
1.74183,2.00795,6.95297e-310
1.73847,2.02957,6.95297e-310
1.73484,2.05114,6.95297e-310
1.73094,2.07267,6.95297e-310
1.72677,2.09414,6.95297e-310
1.72234,2.11556,6.95297e-310
1.71763,2.13692,6.95297e-310
1.71266,2.15823,6.95297e-310
1.70743,2.17947,6.95297e-310
1.70193,2.20064,6.95297e-310
1.69616,2.22174,6.95297e-310
1.69013,2.24277,6.95297e-310
1.68384,2.26372,6.95297e-310
1.67729,2.28459,6.95297e-310
1.67048,2.30538,6.95297e-310
1.66341,2.32608,6.95297e-310
1.65607,2.34669,6.95297e-310
1.64849,2.3672,6.95297e-310
1.64064,2.38762,6.95297e-310
1.63255,2.40795,6.95297e-310
1.6242,2.42816,6.95297e-310
1.61559,2.44828,6.95297e-310
1.60674,2.46828,6.95297e-310
1.59764,2.48817,6.95297e-310
1.58828,2.50795,6.95297e-310
1.57869,2.5276,6.95297e-310
1.56884,2.54714,6.95297e-310
1.55876,2.56655,6.95297e-310
1.54843,2.58583,6.95297e-310
1.53786,2.60499,6.95297e-310
1.52706,2.62401,6.95297e-310
1.51601,2.64289,6.95297e-310
1.50473,2.66163,6.95297e-310
1.49322,2.68023,6.95297e-310
1.48148,2.69869,6.95297e-310
1.4695,2.71699,6.95297e-310
1.4573,2.73515,6.95297e-310
1.44488,2.75315,6.95297e-310
1.43222,2.771,6.95297e-310
1.41935,2.78868,6.95297e-310
1.40626,2.80621,6.95297e-310
1.39295,2.82357,6.95297e-310
1.37942,2.84076,6.95297e-310
1.36568,2.85778,6.95297e-310
1.35172,2.87462,6.95297e-310
1.33756,2.8913,6.95297e-310
1.32319,2.90779,6.95297e-310
1.30862,2.9241,6.95297e-310
1.29384,2.94023,6.95297e-310
1.27886,2.95617,6.95297e-310
1.26369,2.97193,6.95297e-310
1.24831,2.98749,6.95297e-310
1.23275,3.00286,6.95297e-310
1.21699,3.01804,6.95297e-310
1.20105,3.03301,6.95297e-310
1.18492,3.04779,6.95297e-310
1.1686,3.06236,6.95297e-310
1.15211,3.07673,6.95297e-310
1.13544,3.09089,6.95297e-310
1.11859,3.10484,6.95297e-310
1.10156,3.11858,6.95297e-310
1.08437,3.1321,6.95297e-310
1.06701,3.14541,6.95297e-310
1.04949,3.15851,6.95297e-310
1.0318,3.17138,6.95297e-310
1.01395,3.18403,6.95297e-310
0.99595,3.19645,6.95297e-310
0.977793,3.20865,6.95297e-310
0.959484,3.22062,6.95297e-310
0.941027,3.23236,6.95297e-310
0.922425,3.24387,6.95297e-310
0.903681,3.25515,6.95297e-310
0.884797,3.26619,6.95297e-310
0.865777,3.277,6.95297e-310
0.846622,3.28756,6.95297e-310
0.827338,3.29789,6.95297e-310
0.807926,3.30797,6.95297e-310
0.788389,3.31781,6.95297e-310
0.768731,3.32741,6.95297e-310
0.748954,3.33676,6.95297e-310
0.729062,3.34586,6.95297e-310
0.709058,3.35471,6.95297e-310
0.688945,3.36331,6.95297e-310
0.668726,3.37166,6.95297e-310
0.648404,3.37976,6.95297e-310
0.627983,3.3876,6.95297e-310
0.607465,3.39518,6.95297e-310
0.586854,3.40251,6.95297e-310
0.566152,3.40958,6.95297e-310
0.545365,3.41639,6.95297e-310
0.524493,3.42294,6.95297e-310
0.503542,3.42923,6.95297e-310
0.482513,3.43525,6.95297e-310
